"Attempt.ID","Location.ID","Latitude","Longitude","Subnational.Code","Substrate.Relationship","Substrate","Substrate.Other.Description","Height.m","Cavity.Entrance.Diameter.cm","Entrance.Orientation","Elevation.m","Habitat.1m","Habitat.100m","Location.Entry.Technique","Observer.ID","Species.Code","Species.Name","Year","Predator.Guard","Predator.Guard.Other","First.Lay.Date","First.Lay.Date.Estimated","Visited.During.Egg.Laying","Hatch.Date","Hatch.Date.Estimated","Fledge.Date","Fledge.Date.Estimated","Young.Fledged","Clutch.Size","Young.Total","Unhatched.Eggs","Outcome","Attempt.Entry.Technique"
"A1348913","L5868524",39.0094239,-84.5340892,"US-KY","under","other","The nest is located in the park bulletin board, under the roof in one of the corner beams.",NA,NA,"",NA,"park","park","/GOOGLE_MAP/ZOOM:20","obsr439910","amerob","American Robin",2019,"","","",NA,NA,"",NA,"2019-05-19",1,4,NA,4,NA,"s1","NestWatch Web 2.0.1"
"A1347733","L9244077",41.677917,-74.155938,"US-NY","under","buildi","",2.1336,NA,"",93.8784,"park","for","/GOOGLE_MAP/ZOOM:18","obsr1346602","amerob","American Robin",2019,"","","",1,0,"2019-05-10",1,"",NA,NA,NA,NA,NA,"f2","NestWatch Web 2.0.1"
"A1346927","L9217609",41.677023,-74.155554,"US-NY","on","busshr","",1.2192,NA,"",93.8784,"for","for","/GOOGLE_MAP/ZOOM:17","obsr1346602","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u2","NestWatch Web 2.0.1"
"A1344015","L9102935",43.965289,-73.342799,"US-VT","on","buildi","",3.6576,NA,"",NA,"ry","ag","/GOOGLE_MAP/ZOOM:20","obsr370022","amerob","American Robin",2019,"","","",1,NA,"2019-05-14",0,"",1,NA,NA,NA,NA,"u1","NestWatch Web 2.0.1"
"A1345798","L7287920",43.256839,-79.072025,"CA-ON","under","buildi","",2.1,NA,"",20,"ry","ag","/GOOGLE_MAP/ZOOM:19","obsr1080879","amerob","American Robin",2019,"","","2019-04-26",1,0,"2019-05-11",0,"2019-05-23",0,2,4,2,2,"s1","NestWatch Web 2.0.1"
"A1345848","L9159571",42.472054,-70.914752,"US-MA","on","buildi","",15.24,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1252458","amerob","American Robin",2019,"","","2019-04-29",1,1,"2019-05-11",0,"2019-05-24",0,3,3,3,0,"s1","NestWatch Web 2.0.1"
"A1344762","L9122031",40.340445,-74.689123,"US-NJ","on","ltrbra","",2.7432,NA,"",NA,"ry","ry","geocode","obsr713232","amerob","American Robin",2019,"","","2019-04-27",1,1,"",NA,"",NA,NA,NA,NA,NA,"f6","NestWatch Web 2.0.1"
"A1343221","L9069786",29.686772,-95.468381,"US-TX","on","ltrbra","",6.096,NA,"",14.3256,"ry","ry","geocode","obsr189730","amerob","American Robin",2019,"","","",NA,1,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.1"
"A1349443","L9198885",47.238554,-122.786333,"US-WA","on","buildi","",2.5,NA,"",NA,"ry","for","latlong","obsr1353794","amerob","American Robin",2019,"","","2019-05-20",1,1,"2019-06-01",1,"2019-06-13",0,3,NA,NA,NA,"s1","NestWatch Web 2.0.1"
"A1346212","L9164623",36.785583,-76.180618,"US-VA","on","buildi","",1.2192,NA,"",NA,"ry","ry","geocode","obsr1346689","amerob","American Robin",2019,"","","2019-04-27",1,1,"2019-05-12",1,"",NA,NA,4,2,2,"f2","NestWatch Web 2.0.1"
"A1345244","L9139282",45.154996,-92.937419,"US-MN","in","busshr","",1.524,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1145121","amerob","American Robin",2019,"","","2019-04-27",1,0,"2019-05-05",0,"",NA,0,5,5,0,"f3","NestWatch Web 2.0.1"
"A1346263","L9181429",42.793622,-88.39831,"US-WI","in","ltrbra","",1.2192,NA,"",243.84,"ry","grass","latlong","obsr906428","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1347740","L5904161",42.2622419,-76.3967017,"US-NY","in","buildi","",3.048,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr408035","amerob","American Robin",2019,"","","2019-05-06",1,1,"2019-05-19",1,"2019-06-02",1,3,3,3,0,"s1","NestWatch Web 2.0.1"
"A1347461","L9230154",40.788756,-77.915474,"US-PA","on","buildi","",4.572,NA,"",396.24,"ry","ry","geocode","obsr651706","amerob","American Robin",2019,"","","2019-04-20",1,1,"2019-05-06",1,"2019-05-18",1,2,3,2,1,"s1","NestWatch Web 2.0.1"
"A1349065","L9253103",44.049897,-69.818504,"US-ME","in","buildi","",1.8288,NA,"",129.8448,"ry","ry","/GOOGLE_MAP/ZOOM:17","obsr901628","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1342946","L9061095",38.888593,-77.083221,"US-VA","under","other","Water pipe running length of P3 (3rd level pkg garage) ceiling and concrete/cinderblock wall by bldg trash room compressor.",NA,NA,"",NA,"ry","road","latlong","obsr542808","amerob","American Robin",2019,"","","",1,NA,"",1,"2019-05-11",1,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1345503","L9147343",39.664691,-84.256738,"US-OH","in","busshr","",1.524,NA,"",NA,"chap","ry","latlong","obsr447595","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,0,0,0,0,"u3","NestWatch Web 2.0.1"
"A1347975","L9011756",42.067828,-87.768617,"US-IL","on","buildi","",2.4384,NA,"",199.0344,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1318761","amerob","American Robin",2019,"","","2019-04-25",1,0,"2019-05-10",1,"2019-05-21",0,2,3,3,0,"s1","NestWatch Web 2.0.1"
"A1345612","L9152086",39.032014,-77.032142,"US-MD","on","buildi","",3.6576,NA,"",106.68,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1343715","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1343911","L9099291",39.722076,-85.92833,"US-IN","on","ltrbra","",0.9144,NA,"",207.264,"park","ry","/GOOGLE_MAP/ZOOM:20","obsr156228","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u3","NestWatch Web 2.0.1"
"A1346023","L9164839",47.620302,-117.208468,"US-WA","on","ltrbra","",6.096,NA,"",640.08,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1276354","amerob","American Robin",2019,"","","",NA,NA,"",NA,"2019-05-14",0,1,NA,NA,NA,"s1","NestWatch Web 2.0.1"
"A1347732","L9243711",43.441809,-88.868848,"US-WI","on","busshr","",0.9144,NA,"",274.32,"ry","ry","geocode","obsr22035","amerob","American Robin",2019,"","","2019-04-21",1,0,"2019-05-07",1,"2019-05-22",1,3,3,3,0,"s1","NestWatch Web 2.0.1"
"A1344203","L9106688",37.762858,-85.877213,"US-KY","in","busshr","",0.9144,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr621702","amerob","American Robin",2019,"","","",NA,0,"2019-04-28",1,"",NA,0,2,1,NA,"f2","NestWatch Web 2.0.1"
"A1344760","L9121979",39.830043,-74.992007,"US-NJ","in","busshr","",1.7678,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:19","obsr647193","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1349145","L9292598",42.897193,-88.014146,"US-WI","on","ltrbra","",3.6576,NA,"",NA,"ry","ag","/GOOGLE_MAP/ZOOM:20","obsr667300","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u3","NestWatch Web 2.0.1"
"A1344626","L9117531",41.355034,-82.478768,"US-OH","on","buildi","",1.9812,NA,"",181.9656,"for","park","/GOOGLE_MAP/ZOOM:20","obsr863514","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"f7","NestWatch Web 2.0.1"
"A1347328","L7659646",40.559877,-79.676463,"US-PA","under","poptow","",1.8288,NA,"",228.9048,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr399776","amerob","American Robin",2019,"","","2019-05-02",1,NA,"2019-05-15",0,"2019-05-28",1,3,3,3,0,"s1","NestWatch Web 2.0.1"
"A1343536","L9083996",35.879457,-84.048753,"US-TN","on","ltrbra","",1.2192,NA,"",278.892,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr3506","amerob","American Robin",2019,"","","2019-04-10",1,NA,"2019-04-25",1,"2019-05-10",1,3,3,3,0,"u1","NestWatch Web 2.0.1"
"A1344161","L9106045",41.566221,-72.781372,"US-CT","in","busshr","",1.524,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr1279680","amerob","American Robin",2019,"","","2019-04-20",1,0,"2019-05-02",1,"2019-05-14",1,3,3,3,NA,"s1","NestWatch Web 2.0.1"
"A1348920","L9282398",42.937738,-83.689126,"US-MI","in","ltrbra","",1.6764,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr190005","amerob","American Robin",2019,"","","2019-05-12",1,NA,"2019-05-27",1,"2019-06-08",1,4,4,4,0,"s1","NestWatch Web 2.0.1"
"A1349067","L9283170",41.83312,-88.074148,"US-IL","in","busshr","",13.716,NA,"",NA,"ry","ry","latlong","obsr1350450","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1343832","L9098712",37.66577,-85.836289,"US-KY","in","busshr","",1.2192,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr621702","amerob","American Robin",2019,"","","2019-04-13",1,0,"2019-04-28",1,"2019-05-08",1,1,3,3,0,"s1","NestWatch Web 2.0.1"
"A1346229","L9049507",48.287949,-122.27944,"US-WA","in","ltrbra","",6.096,NA,"",152.4,"for","for","geocode","obsr711270","amerob","American Robin",2019,"","","2019-05-09",1,NA,"2019-05-21",1,"2019-06-06",0,2,NA,2,NA,"s1","NestWatch Web 2.0.1"
"A1344997","L9128862",45.408754,-122.596078,"US-OR","on","buildi","",2.1336,NA,"",13.1064,"ry","for","geocode","obsr1338979","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1345410","L9145672",39.325586,-82.105659,"US-OH","in","busshr","",1.2192,NA,"",NA,"campus","campus","/GOOGLE_MAP/ZOOM:20","obsr1045192","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1347358","L9227136",38.566685,-90.271515,"US-MO","in","ltrbra","",1.6764,NA,"",139.9032,"ry","ry","/GOOGLE_MAP/ZOOM:22","obsr750478","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1346928","L9217623",41.677055,-74.154497,"US-NY","on","busshr","",0.9144,NA,"",93.8784,"for","for","/GOOGLE_MAP/ZOOM:18","obsr1346602","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"f6","NestWatch Web 2.0.1"
"A1346789","L9212508",44.533922,-89.560366,"US-WI","in","nesbox","",NA,NA,"n",NA,"ry","for","/GOOGLE_MAP/ZOOM:19","obsr519671","amerob","American Robin",2019,"no","","2019-04-26",1,1,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.1"
"A1348755","L9277427",42.339274,-71.302809,"US-MA","on","ltrbra","",3.048,NA,"",NA,"for","campus","/GOOGLE_MAP/ZOOM:19","obsr935748","amerob","American Robin",2019,"","","2019-05-07",1,NA,"2019-05-23",0,"2019-06-02",1,NA,3,3,0,"s1","NestWatch Web 2.0.1"
"A1342960","L9061904",32.830468,-96.611364,"US-TX","on","poptow","",1.8288,NA,"",NA,"campus","campus","/GOOGLE_MAP/ZOOM:20","obsr1039853","amerob","American Robin",2019,"no","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1347553","L9235228",42.364532,-73.531371,"US-NY","in","ltrbra","",1.2192,NA,"",NA,"ry","for","latlong","obsr940388","amerob","American Robin",2019,"","","2019-04-24",1,0,"2019-05-08",1,"2019-05-22",1,4,4,4,0,"s1","NestWatch Web 2.0.1"
"A1345975","L9164036",41.681596,-74.151529,"US-NY","on","ltrbra","",6.096,NA,"",93.8784,"for","ry","/GOOGLE_MAP/ZOOM:19","obsr1346602","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.1"
"A1345563","L9149542",30.287447,-97.875121,"US-TX","on","ltrbra","",1.8288,NA,"",269.748,"campus","campus","/GOOGLE_MAP/ZOOM:19","obsr605544","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1347986","L9253854",42.766287,-82.928451,"US-MI","under","other","The nest was located on an electrical circuit box under the pedestrian footbridge.",2.1336,NA,"",199.644,"park","park","latlong","obsr331019","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.1"
"A1345983","L9164139",39.914375,-76.615326,"US-PA","on","buildi","",NA,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1309101","amerob","American Robin",2019,"","","2019-05-07",1,1,"",NA,"",NA,0,2,0,0,"f3","NestWatch Web 2.0.1"
"A1340384","L8961134",37.791965,-122.405183,"US-CA","on","ltrbra","",4.572,NA,"",NA,"park","com-ind","/GOOGLE_MAP/ZOOM:17","obsr181345","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u2","NestWatch Web 2.0.1"
"A1343501","L9080435",37.469895,-77.669727,"US-VA","in","ltrbra","",1.3716,NA,"",112.776,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr644950","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,3,NA,NA,"s1","NestWatch Web 2.0.1"
"A1335084","L3620440",44.9090637,-89.560622,"US-WI","on","poptow","",3.6576,NA,"s",NA,"ry","ry","/GOOGLE_MAP/ZOOM:unknown","obsr10153","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Mobile App v1.2.4"
"A1339638","L8926706",45.447384,-75.470108,"CA-ON","on","ltrbra","",1,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr1303720","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Mobile App v1.2.5"
"A1353463","L9436542",42.087494,-71.047399,"US-MA","on","buildi","",4.572,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr420556","amerob","American Robin",2019,"","","2019-05-21",1,NA,"2019-06-02",1,"",1,NA,NA,NA,NA,"s1","NestWatch Web 2.0.2"
"A1353458","L9167648",41.181454,-77.366476,"US-PA","in","ltrbra","",3.048,NA,"",182.88,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr571333","amerob","American Robin",2019,"","","2019-06-04",1,NA,"2019-06-18",1,"2019-07-03",0,1,NA,1,NA,"s1","NestWatch Web 2.0.2"
"A1351914","L9380479",43.0226402,-70.8622208,"US-NH","in","ltrbra","",1.3716,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr1100323","amerob","American Robin",2019,"","","",1,NA,"2019-06-07",0,"",1,NA,NA,NA,NA,"","NestWatch Mobile App v1.3.2"
"A1355235","L9474040",44.476374,-115.973609,"US-ID","on","buildi","",NA,NA,"",1584.96,"ry","","/GOOGLE_MAP/ZOOM:20","obsr404304","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1351596","L9319845",41.738546,-88.49919,"US-IL","on","ltrbra","",3.048,NA,"",216.408,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr138824","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"f6","NestWatch Web 2.0.2"
"A1346254","L9019392",34.812246,-92.514683,"US-AR","in","busshr","",1.524,NA,"",121.92,"ry","ry","latlong","obsr1319684","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u1","NestWatch Mobile App v1.2.5"
"A1348552","L9271901",42.764,-84.63576,"US-MI","on","poptow","",5,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr607222","amerob","American Robin",2019,"no","","2019-05-15",1,1,"2019-05-29",1,"",1,NA,3,3,0,"f2","NestWatch Mobile App v1.2.5"
"A1350638","L2066108",42.4997612,-78.4338083,"US-NY","on","poptow","",1.8288,1.5,"s",NA,"chap","chap","latlong","obsr300033","amerob","American Robin",2019,"","","",1,NA,"",1,"2019-06-08",1,NA,NA,NA,NA,"s1","NestWatch Mobile App v1.3.2"
"A1353440","L9433765",36.438013,-99.419572,"US-OK","in","ltrbra","",2.1336,NA,"",594.36,"ry","ry","latlong","obsr235171","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u3","NestWatch Mobile App v1.3.2"
"A1345241","L9019392",34.812246,-92.514683,"US-AR","in","busshr","",1.524,NA,"",121.92,"ry","ry","latlong","obsr1319684","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,0,4,4,0,"u1","NestWatch Mobile App v1.2.5"
"A1356696","L9547207",38.795448,-90.66325,"US-MO","in","buildi","",3.3528,NA,"",155.1432,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1402592","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1355364","L9493284",37.762878,-85.87712,"US-KY","in","buildi","",3.048,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr621702","amerob","American Robin",2019,"","","2019-06-22",1,NA,"2019-07-05",1,"2019-07-18",1,3,3,3,0,"s1","NestWatch Web 2.0.2"
"A1355535","L9499008",44.310927,-72.0648,"US-VT","under","buildi","",1.8288,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr1396994","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1355845","L2066108",42.4997612,-78.4338083,"US-NY","on","poptow","",1.8288,1.5,"s",NA,"chap","chap","latlong","obsr300033","amerob","American Robin",2019,"","","2019-06-18",1,NA,"",1,"",1,NA,NA,NA,NA,"s1","NestWatch Mobile App v1.3.2"
"A1350930","L9353906",39.664827,-84.256841,"US-OH","in","ltrbra","",2.1336,NA,"",260.9088,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr447595","amerob","American Robin",2019,"","","2019-05-24",1,1,"2019-06-08",1,"2019-06-27",1,2,4,3,0,"s1","NestWatch Web 2.0.2"
"A1344442","L9112270",42.3746071,-82.3945847,"CA-ON","on","ltrbra","",NA,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr181556","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u2","NestWatch Mobile App v1.2.5"
"A1358843","L9646867",43.406287,-88.226542,"US-WI","on","ltrbra","",1.2192,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:12","obsr1341680","amerob","American Robin",2019,"","","",NA,0,"",NA,"",NA,0,2,1,1,"f1","NestWatch Web 2.0.2"
"A1349542","L9311648",44.764622,-85.639412,"US-MI","on","buildi","",1.8288,NA,"",0,"","","NestWatch Mobile App v1.3.0","obsr1371839","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,4,4,4,0,"s1","NestWatch Mobile App v1.3.0"
"A1352421","L9402833",43.401298,-88.226199,"US-WI","on","ltrbra","",1.6764,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:12","obsr1341680","amerob","American Robin",2019,"","","",NA,0,"",NA,"2019-06-11",1,3,3,3,0,"s1","NestWatch Web 2.0.2"
"A1366790","L9758342",44.53392,-89.560762,"US-WI","in","nesbox","",NA,NA,"",NA,"ry","for","latlong","obsr519671","amerob","American Robin",2019,"no","","2019-07-26",1,0,"2019-08-05",1,"2019-08-15",0,0,0,0,0,"s1","NestWatch Web 2.0.2"
"A1351527","L9370221",46.711414,-92.315236,"US-MN","on","buildi","",1.8288,NA,"",356.0064,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr1125516","amerob","American Robin",2019,"","","2019-05-27",1,0,"2019-06-08",1,"2019-06-22",0,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1359332","L9653497",40.281361,-111.637599,"US-UT","in","ltrbra","",1.8288,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:15","obsr1414756","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1353135","L9420933",39.924849,-77.655193,"US-PA","on","other","On the top rung of a ladder propped against the house.",3.048,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1316064","amerob","American Robin",2019,"","","2019-06-05",0,1,"2019-06-18",0,"2019-07-02",0,3,3,3,0,"s1","NestWatch Web 2.0.2"
"A1351721","L9220730",42.346428,-85.520649,"US-MI","in","busshr","",0.9144,NA,"",NA,"chap","ry","/GOOGLE_MAP/ZOOM:20","obsr495658","amerob","American Robin",2019,"","","2019-05-28",NA,1,"2019-06-10",0,"",NA,1,4,4,0,"f2","NestWatch Web 2.0.2"
"A1347373","L9228574",40.308579,-79.968629,"US-PA","in","ltrbra","",1.2192,NA,"",0,"","","NestWatch Mobile App v1.3.0","obsr338456","amerob","American Robin",2019,"","","2019-04-20",1,NA,"2019-05-03",1,"",1,NA,NA,NA,NA,"","NestWatch Mobile App v1.3.0"
"A1351703","L9374580",46.636919,-71.044733,"CA-QC","in","ltrbra","",1.524,NA,"",45.72,"ag","ag","/GOOGLE_MAP/ZOOM:19","obsr1001790","amerob","American Robin",2019,"","","2019-06-05",1,NA,"2019-06-18",1,"2019-07-30",1,2,NA,2,NA,"s1","NestWatch Web 2.0.2"
"A1344615","L9117368",41.891693,-72.848145,"US-CT","under","other","",12,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr1336913","amerob","American Robin",2019,"","","2019-04-27",1,NA,"",1,"",1,0,3,0,3,"f6","NestWatch Mobile App v1.2.5"
"A1352706","L9411573",40.275853,-74.778536,"US-NJ","in","ltrbra","",NA,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1386214","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1352726","L9412804",38.471768,-78.829368,"US-VA","in","ltrbra","",3.9624,NA,"",0,"","","NestWatch Mobile App v1.3.2","obsr1110071","amerob","American Robin",2019,"","","",1,NA,"",1,"2019-06-06",1,2,2,2,NA,"s1","NestWatch Mobile App v1.3.2"
"A1349217","L9298011",41.019184,-74.341705,"US-NJ","in","busshr","",1.524,NA,"",182.88,"","","NestWatch Mobile App v1.3.0","obsr353515","amerob","American Robin",2019,"","","2019-05-18",1,NA,"",1,"",1,NA,NA,NA,NA,"u1","NestWatch Mobile App v1.3.0"
"A1354443","L9109484",39.4616435,-76.6637519,"US-MD","under","poptow","",2.4384,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr1335493","amerob","American Robin",2019,"no","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1354651","L9465633",39.009511,-94.734413,"US-KS","on","ltrbra","",1.524,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:12","obsr1392770","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.2"
"A1351689","L9374090",42.346034,-85.520606,"US-MI","in","busshr","",1.8288,NA,"",NA,"chap","ry","/GOOGLE_MAP/ZOOM:20","obsr495658","amerob","American Robin",2019,"","","2019-05-29",0,1,"2019-06-12",1,"",NA,0,5,5,0,"f2","NestWatch Web 2.0.2"
"A1343940","L3683384",41.2629038,-77.2743659,"US-PA","on","buildi","",1.6764,NA,"",NA,"ry","ag","/GOOGLE_MAP/ZOOM:unknown","obsr587266","amerob","American Robin",2019,"","","",1,NA,"",1,"2019-05-21",1,3,4,3,1,"u1","NestWatch Mobile App v1.2.5"
"A1354350","L9459271",48.287792,-122.279955,"US-WA","in","ltrbra","",6.096,NA,"",152.4,"ry","ry","/GOOGLE_MAP/ZOOM:17","obsr711270","amerob","American Robin",2019,"","","",NA,NA,"",NA,"2019-07-05",1,2,NA,2,NA,"s1","NestWatch Web 2.0.2"
"A1346966","L9218639",41.1411128,-80.4554628,"US-PA","in","busshr","",4.5,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr199360","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Mobile App v1.2.5"
"A1347964","L9252983",36.267614,-95.792089,"US-OK","in","other","",NA,NA,"",0,"","","NestWatch Mobile App v1.3.0","obsr1231796","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Mobile App v1.3.0"
"A1356300","L5782675",43.6433484,-72.4102516,"US-VT","on","other","Old AMRO nest on top of a coiled up hose near a captive EASO/AMKE enclosure.",1.9812,NA,"",176.784,"park","for","/GOOGLE_MAP/ZOOM:19","obsr279534","amerob","American Robin",2019,"","","2019-06-21",1,NA,"2019-07-04",0,"",NA,NA,2,NA,NA,"u2","NestWatch Web 2.0.2"
"A1348533","L9271316",39.839729,-76.884407,"US-PA","in","ltrbra","",8,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr608721","amerob","American Robin",2019,"","","",1,NA,"",1,"2019-06-04",1,NA,NA,NA,NA,"s1","NestWatch Mobile App v1.2.5"
"A1356930","L9561372",38.648099,-90.637778,"US-MO","on","ltrbra","",3.048,NA,"",NA,"ry","ry","geocode","obsr1401521","amerob","American Robin",2019,"","","2019-06-26",1,1,"",NA,"",NA,0,4,0,4,"f3","NestWatch Web 2.0.2"
"A1369423","L9529757",48.739452,-118.155653,"US-WA","in","buildi","",2.1336,NA,"",594.36,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr113012","amerob","American Robin",2019,"","","2019-06-05",1,0,"2019-06-21",0,"2019-07-05",0,3,4,3,1,"s1","NestWatch Web 2.0.2"
"A1349261","L9299957",39.701983,-104.832808,"US-CO","on","buildi","",NA,NA,"",0.3048,"ry","park","geocode","obsr1095461","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1350730","L9347019",39.707399,-77.325337,"US-MD","in","other","A window box of plants",13.716,NA,"",132.8928,"ry","ry","geocode","obsr1242697","amerob","American Robin",2019,"","","2019-04-30",0,1,"2019-05-14",0,"2019-05-26",0,4,4,4,0,"s1","NestWatch Web 2.0.2"
"A1343606","L9017912",41.2962227,-80.1545563,"US-PA","in","ltrbra","",6,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr26929","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"f6","NestWatch Mobile App v1.2.5"
"A1342239","L9032961",40.012459,-83.001663,"US-OH","on","buildi","",5,NA,"",0,"","","NestWatch Mobile App v1.2.5","obsr1209231","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Mobile App v1.2.5"
